filename|text
S07E14_BMO_Vocals_SPEAKER_05_661.62.wav|How... how do we get out?
S07E14_BMO_Vocals_SPEAKER_05_1231.67.wav|I needed to have some time alone, but you are all really nice.
S10E13_BMO_Vocals_SPEAKER_20_2053.13.wav|Happening happened.
S08E21_BMO_Vocals_SPEAKER_02_559.35.wav|This trip means a lot to you, huh?
S08E18_BMO_Vocals_SPEAKER_07_501.10.wav|He will never make anyone happy again.
S07E14_BMO_Vocals_SPEAKER_05_932.21.wav|He had a huge, gigantic,
S07E17_BMO_Vocals_SPEAKER_07_579.51.wav|I am old enough to vote.
S07E05_BMO_Vocals_SPEAKER_03_265.85.wav|Im staying on this side.
S07E14_BMO_Vocals_SPEAKER_05_316.80.wav|But does growing up just change your body?
S10E13_BMO_Vocals_SPEAKER_20_2077.10.wav|You better hush up while my baby boy is sleeping.
S07E17_BMO_Vocals_SPEAKER_04_386.19.wav|How about you, Frisco?
S08E18_BMO_Vocals_SPEAKER_07_497.62.wav|And since he lost his artist tool, he cannot work.
S07E17_BMO_Vocals_SPEAKER_03_409.18.wav|Dont believe the Turk.
S07E05_BMO_Vocals_SPEAKER_03_666.60.wav|I miss my traffic cone so much!
S10E02_BMO_Vocals_SPEAKER_02_83.88.wav|Like for the man about town, this piece of lint!
S07E17_BMO_Vocals_SPEAKER_06_34.79.wav|One free-range Humpty Dumpty.
S11E01_BMO_Vocals_SPEAKER_04_1252.60.wav|Wi-Fi, chew through the glass with your big nasty teeth.
S11E01_BMO_Vocals_SPEAKER_17_2016.19.wav|Haha, I think Im dying.
S11E01_BMO_Vocals_SPEAKER_17_1909.75.wav|Im going to be a hero.
S10E02_BMO_Vocals_SPEAKER_02_395.17.wav|I have some wonderful new products, like this bowl of lint.
S09E11_BMO_Vocals_SPEAKER_01_141.26.wav|Well, once we left to Ool, we sailed for 100 days.
S06E35_BMO_Vocals_SPEAKER_07_257.22.wav|I used to wish I was you.
S05E17_BMO_Vocals_SPEAKER_02_242.46.wav|The bridge doesnt have guardrails.
S05E39_BMO_Vocals_SPEAKER_08_532.12.wav|Hes very smart and very single.
S06E08_BMO_Vocals_SPEAKER_08_42.32.wav|Stand and deliver it, boy, because I'm Robin Hood.
S04E17_BMO_Vocals_SPEAKER_03_515.23.wav|Then he pinned the wrap on me.
S06E34_BMO_Vocals_SPEAKER_02_96.22.wav|But Jake, I never ask you for anything.
S03E19_BMO_Vocals_SPEAKER_06_244.00.wav|I feel so far away from you guys.
S05E41_BMO_Vocals_SPEAKER_04_306.48.wav|I was forced to choose the lives of my men or the entire planet.
S04E17_BMO_Vocals_SPEAKER_03_212.95.wav|And I knew just the lady who could lead me to him.
S05E17_BMO_Vocals_SPEAKER_02_160.37.wav|I live in a tree house.
S11E01_BMO_Vocals_SPEAKER_17_1186.59.wav|You are my arms and legs.
S03E19_BMO_Vocals_SPEAKER_06_572.40.wav|Why dont we call others for help?
S10E13_BMO_Vocals_SPEAKER_20_2029.12.wav|So we are always living in the present tense.
S09E11_BMO_Vocals_SPEAKER_02_61.89.wav|Show me all your vampires.
S02E23_BMO_Vocals_SPEAKER_01_644.28.wav|Your love will not delete.
S10E13_BMO_Vocals_SPEAKER_20_290.79.wav|Do you know about the Great Gun War?
S10E09_BMO_Vocals_SPEAKER_10_162.34.wav|This is funny, and Im gonna prove it!
S07E14_BMO_Vocals_SPEAKER_08_1168.74.wav|Give me those memories!
S07E05_BMO_Vocals_SPEAKER_03_296.93.wav|No, I'm not BMO.
S06E08_BMO_Vocals_SPEAKER_08_118.95.wav|You should give it to Robin Hood.
S11E01_BMO_Vocals_SPEAKER_17_2043.53.wav|BMO always bounces back.
S09E11_BMO_Vocals_SPEAKER_02_181.55.wav|So we walked somewhere else.
S09E01_BMO_Vocals_SPEAKER_01_532.98.wav|The unconscious is so complicated.
S08E21_BMO_Vocals_SPEAKER_02_423.21.wav|Captain Nav app says to look for a rock shaped like a chubby cat.
S06E35_BMO_Vocals_SPEAKER_07_258.94.wav|Now I just wish youd dig faster.
S04E14_BMO_Vocals_SPEAKER_02_507.40.wav|When I beat him, he wouldnt talk to me for a month.
S05E16_BMO_Vocals_SPEAKER_02_334.65.wav|You found your mug.
S04E17_BMO_Vocals_SPEAKER_05_118.94.wav|Where is Finns sock?
S11E01_BMO_Vocals_SPEAKER_17_587.83.wav|OK, thank you.
S11E01_BMO_Vocals_SPEAKER_17_80.43.wav|Silent, empty, sparkling, and immense.
S07E17_BMO_Vocals_SPEAKER_04_205.03.wav|Oh, and by the way, Jake, from now on, you can call me Angel Face.
S07E14_BMO_Vocals_SPEAKER_05_106.74.wav|And he knows everything about robots.
S07E14_BMO_Vocals_SPEAKER_05_311.94.wav|And hes still the same, I guess, sorta.
S04E17_BMO_Vocals_SPEAKER_03_238.18.wav|Dont count on it, Lorraine.
S09E14_BMO_Vocals_SPEAKER_04_50.94.wav|I cant bear this burden any longer.
S10E02_BMO_Vocals_SPEAKER_05_324.18.wav|You have not bumped into anything!
S04E02_BMO_Vocals_SPEAKER_01_102.93.wav|I am a little living boy.
S05E28_BMO_Vocals_SPEAKER_11_629.01.wav|Oh, are you my grandpa?
S10E13_BMO_Vocals_SPEAKER_20_2015.35.wav|You always try to protect me and Finn.
S09E11_BMO_Vocals_SPEAKER_02_218.84.wav|Though I might have embellished.
S09E12_BMO_Vocals_SPEAKER_00_62.48.wav|Time for Ice Kings boring book reading.
S10E02_BMO_Vocals_SPEAKER_02_67.78.wav|Today is the first day of my new job!
S09E11_BMO_Vocals_SPEAKER_02_220.94.wav|So, what did you do while I was on my trip?
S05E17_BMO_Vocals_SPEAKER_02_141.85.wav|Help me get to my home, and we will help you find your home.
S04E17_BMO_Vocals_SPEAKER_03_624.15.wav|Till next time, Lorraine.
S07E05_BMO_Vocals_SPEAKER_03_172.94.wav|What are you doing on the floor, you bad baby?
S05E17_BMO_Vocals_SPEAKER_02_258.59.wav|You are so beautiful and I love you.
S02E23_BMO_Vocals_SPEAKER_01_621.47.wav|Hurting your friend will make you sadder.
S07E17_BMO_Vocals_SPEAKER_07_624.89.wav|No, you heard it incorrectly!
S08E20_BMO_Vocals_SPEAKER_00_140.11.wav|How do you like my bingo?
S11E01_BMO_Vocals_SPEAKER_04_202.27.wav|You like what you see, huh?
S08E23_BMO_Vocals_SPEAKER_09_523.01.wav|I will save you a better reality.
S07E05_BMO_Vocals_SPEAKER_03_319.56.wav|It was such a hard decision for him to make.
S10E02_BMO_Vocals_SPEAKER_05_578.14.wav|Maybe I sold too well.
S11E01_BMO_Vocals_SPEAKER_17_1815.26.wav|Youre my new best friend, Krusty!
S10E02_BMO_Vocals_SPEAKER_02_227.27.wav|Oh, another ball of lint.
S06E34_BMO_Vocals_SPEAKER_02_546.63.wav|As I thought, its a real language they are speaking, based on intonations.
S10E13_BMO_Vocals_SPEAKER_20_210.30.wav|Because of my proximity radar.
S11E01_BMO_Vocals_SPEAKER_17_2348.05.wav|I said the same thing when I was dying.
S04E02_BMO_Vocals_SPEAKER_01_67.30.wav|No, I dont need anything.
S11E01_BMO_Vocals_SPEAKER_04_2651.93.wav|Now go, be free!
S11E01_BMO_Vocals_SPEAKER_17_1905.74.wav|I dont feel good about this, BMO.
S07E05_BMO_Vocals_SPEAKER_03_534.53.wav|You know why I dont want to go back?
S08E03_BMO_Vocals_SPEAKER_01_573.29.wav|Listen for a sound.
S10E09_BMO_Vocals_SPEAKER_10_153.73.wav|Because that is the bearded man's responsibility.
S05E03_BMO_Vocals_SPEAKER_10_470.30.wav|I can hear the screaming squirrels, screaming for nuts.
S04E17_BMO_Vocals_SPEAKER_03_386.13.wav|Sure he's a dirtbag born out of a mother, but who's not?
S05E06_BMO_Vocals_SPEAKER_03_138.38.wav|Who wants to play video games?
S03E01_BMO_Vocals_SPEAKER_07_96.03.wav|BMO is camera.
S06E04_BMO_Vocals_SPEAKER_03_490.08.wav|Hey, Jake, where... Where is Finn?
S07E18_BMO_Vocals_SPEAKER_01_434.40.wav|Well get you home to the children you speak of so fondly.
S10E13_BMO_Vocals_SPEAKER_20_2059.49.wav|Cause you and I will always be back then.
S07E17_BMO_Vocals_SPEAKER_04_165.75.wav|You didn't even try.
S08E20_BMO_Vocals_SPEAKER_00_144.72.wav|I know they are professionals, but it's just too intimate.
S04E12_BMO_Vocals_SPEAKER_03_129.58.wav|Bow to your sensei.
S11E01_BMO_Vocals_SPEAKER_17_1284.86.wav|You sure are a worried word, Olive.
S07E14_BMO_Vocals_SPEAKER_08_275.89.wav|I know its been a long time since we talked.
S04E17_BMO_Vocals_SPEAKER_03_383.26.wav|And why would Lorraine finger Bebe?
S04E17_BMO_Vocals_SPEAKER_03_278.63.wav|No dice, sweet big.
S07E05_BMO_Vocals_SPEAKER_03_36.64.wav|I dont say things I dont mean.
S07E20_BMO_Vocals_SPEAKER_01_181.07.wav|I have a water body.
S10E02_BMO_Vocals_SPEAKER_02_76.84.wav|I'm a door-to-door salesman!
S07E14_BMO_Vocals_SPEAKER_05_552.85.wav|But maybe thats the point.
S04E17_BMO_Vocals_SPEAKER_03_668.35.wav|Shes red hat like pizza supper.
S09E11_BMO_Vocals_SPEAKER_02_605.45.wav|Once there was a little girl playing along by the sea.
S03E19_BMO_Vocals_SPEAKER_07_410.26.wav|Press and hold, then press the button on top of my head.
S07E18_BMO_Vocals_SPEAKER_00_150.38.wav|Whats my job, Finn?
S03E12_BMO_Vocals_SPEAKER_02_271.22.wav|When bad things happen, I know you want to believe they are a joke.
S10E02_BMO_Vocals_SPEAKER_02_468.91.wav|Meet the salesman of the year!
S10E09_BMO_Vocals_SPEAKER_10_144.76.wav|Like, its, you know, like... Was the tiger already biting his foot?
S11E01_BMO_Vocals_SPEAKER_04_693.78.wav|I cant stay mad at you, Magic Skateboard.
S11E01_BMO_Vocals_SPEAKER_17_75.81.wav|Some people say that space is lonely.
S11E01_BMO_Vocals_SPEAKER_17_1694.56.wav|Please dont bring me in there, BMO.
S05E16_BMO_Vocals_SPEAKER_02_336.06.wav|I thought you said you didn't care.
S05E03_BMO_Vocals_SPEAKER_05_507.24.wav|Now this is a turnip grincher.
S06E16_BMO_Vocals_SPEAKER_05_70.60.wav|Birthday story time, please!
S06E08_BMO_Vocals_SPEAKER_09_626.15.wav|I was aiming for the rope.
S11E01_BMO_Vocals_SPEAKER_04_2011.16.wav|This is probably bad, huh?
S09E11_BMO_Vocals_SPEAKER_02_217.02.wav|That's how I remember it.
S10E02_BMO_Vocals_SPEAKER_02_290.90.wav|Because I think I see our next customer.
S09E11_BMO_Vocals_SPEAKER_02_193.91.wav|Finn sang a song even though he was asleep.
S11E01_BMO_Vocals_SPEAKER_17_2626.15.wav|The end.
S11E01_BMO_Vocals_SPEAKER_17_1619.98.wav|Because I'm the only one around here that doesn't bite.
S07E14_BMO_Vocals_SPEAKER_08_753.66.wav|But Ohmo, I dont understand.
S06E17_BMO_Vocals_SPEAKER_04_555.75.wav|I will start your heart up in five minutes, okay?
S09E02_BMO_Vocals_SPEAKER_04_188.87.wav|That guys so cute now.
S11E01_BMO_Vocals_SPEAKER_04_231.83.wav|Olive, you interfere with my mission!
S09E11_BMO_Vocals_SPEAKER_02_617.84.wav|They became best friends.
S05E17_BMO_Vocals_SPEAKER_02_252.08.wav|Im sure there really is a carnivore this time.
S11E01_BMO_Vocals_SPEAKER_17_1045.52.wav|Louie, this station is trash.
S11E01_BMO_Vocals_SPEAKER_17_1912.67.wav|I don't need anybody.
S07E17_BMO_Vocals_SPEAKER_04_497.74.wav|We can make a campfire here, and we will talk about what we will do with the reward money.
S09E11_BMO_Vocals_SPEAKER_01_580.65.wav|Whos the nice lady and the little girl?
S09E01_BMO_Vocals_SPEAKER_01_47.44.wav|There is a strange cloud following us.
S01E23_BMO_Vocals_SPEAKER_04_88.27.wav|I've created a new game called Conversation Parade.
S05E17_BMO_Vocals_SPEAKER_03_86.39.wav|Okay, now Izzy does it.
S06E29_BMO_Vocals_SPEAKER_08_101.97.wav|I love you, Cheerio.
S11E01_BMO_Vocals_SPEAKER_02_835.82.wav|It will give me a chance to check out my new stomping grounds.
S04E17_BMO_Vocals_SPEAKER_05_590.51.wav|Get back here with that treasure, Lorraine!
S05E39_BMO_Vocals_SPEAKER_10_514.11.wav|Yeah, come on, Banana Man.
S07E17_BMO_Vocals_SPEAKER_06_189.17.wav|Im going to mount you now.
S07E14_BMO_Vocals_SPEAKER_05_1052.06.wav|I know about you and your dirty hands.
S04E17_BMO_Vocals_SPEAKER_03_270.55.wav|I never said whose sock was stolen, Lorraine.
S09E01_BMO_Vocals_SPEAKER_01_63.33.wav|Once upon a time, there was this cool guy and a banana with sunglasses.
S07E17_BMO_Vocals_SPEAKER_04_94.86.wav|Not so fast, Jake.
S05E07_BMO_Vocals_SPEAKER_02_149.19.wav|Oh Lets play cops and robbers
S00E01_BMO_Vocals_SPEAKER_00_81.39.wav|A rat in the flower?
S11E01_BMO_Vocals_SPEAKER_17_777.59.wav|With my ship gone, I'm trapped here.
S03E19_BMO_Vocals_SPEAKER_06_242.88.wav|Can we sit on the floor?
S04E14_BMO_Vocals_SPEAKER_01_479.51.wav|I do not play such games with Jake.
S05E17_BMO_Vocals_SPEAKER_02_338.27.wav|I didnt have any dreams.
S02E16_BMO_Vocals_SPEAKER_01_650.98.wav|You fricasseed my stuff and broke our house all up!
S05E44_BMO_Vocals_SPEAKER_03_395.62.wav|These two weird animals... Oh, I bet some cute weddings are happening over there.
S11E01_BMO_Vocals_SPEAKER_17_2473.70.wav|If we remove the plug before its powered up, it wont turn on.
S05E33_BMO_Vocals_SPEAKER_00_292.31.wav|I agree that is when he will probably take a bite.
S09E11_BMO_Vocals_SPEAKER_02_645.23.wav|But the little girl never forgot the moon lady or their friendship.
S08E05_BMO_Vocals_SPEAKER_02_240.30.wav|Talking to inanimate objects.
S11E01_BMO_Vocals_SPEAKER_17_1714.29.wav|1,002, 1,003, 1,004.
S10E13_BMO_Vocals_SPEAKER_20_2046.06.wav|Singing will happen.
S11E01_BMO_Vocals_SPEAKER_17_848.99.wav|It is far from here.
S07E17_BMO_Vocals_SPEAKER_04_383.85.wav|No answers, eh?
S11E01_BMO_Vocals_SPEAKER_16_1975.73.wav|Oh, Beemo, you tried, but you were never the hero of the story I like to call life.
S06E34_BMO_Vocals_SPEAKER_06_110.58.wav|You dont understand me, Jake.
S05E03_BMO_Vocals_SPEAKER_10_566.16.wav|Why dont you try sticking your thumbs in these holes?
S04E17_BMO_Vocals_SPEAKER_03_367.79.wav|Im gonna go wash these schmutz off my grabbers.
S11E01_BMO_Vocals_SPEAKER_04_1761.58.wav|Lucky this hole was here.
S07E14_BMO_Vocals_SPEAKER_05_1271.63.wav|So what if I turn out bad too?
S07E17_BMO_Vocals_SPEAKER_06_71.22.wav|Special sentient sandwich.
S07E05_BMO_Vocals_SPEAKER_03_633.38.wav|I didnt like your bathroom much either.
S10E13_BMO_Vocals_SPEAKER_20_336.23.wav|And so the princess was mother to her own uncle, and that made him mad.
S06E34_BMO_Vocals_SPEAKER_02_641.27.wav|Chips and ice cream wanted to be free, but they could only be released if I interrupted the transference ritual.
S03E19_BMO_Vocals_SPEAKER_06_627.79.wav|Ice King is on the phone outside.
S11E01_BMO_Vocals_SPEAKER_11_1295.79.wav|Ooh, thats smooth data.
S11E01_BMO_Vocals_SPEAKER_17_2631.78.wav|I bet she will be mayor by then.
S06E35_BMO_Vocals_SPEAKER_06_217.90.wav|Jake, remember what they say about absolutely power.
S08E22_BMO_Vocals_SPEAKER_01_657.30.wav|I wish you guys could be here, too.
S10E02_BMO_Vocals_SPEAKER_02_508.28.wav|I could sell any part of you.
S06E34_BMO_Vocals_SPEAKER_02_158.29.wav|Give the man what he wants.
S11E01_BMO_Vocals_SPEAKER_17_112.32.wav|Buy my fresh potatoes.
S05E33_BMO_Vocals_SPEAKER_00_334.76.wav|Jake, you will have your sandwich back before my board hits the ground.
S02E23_BMO_Vocals_SPEAKER_01_635.29.wav|All that you've been through.
S05E39_BMO_Vocals_SPEAKER_10_374.60.wav|You dont have a girlfriend?
S10E02_BMO_Vocals_SPEAKER_02_335.75.wav|Ice King, I think were lost.
S05E19_BMO_Vocals_SPEAKER_02_35.13.wav|Oh Beemo, howd you get so pregnant?
S07E17_BMO_Vocals_SPEAKER_04_217.41.wav|I used to be a guy who ran from Glock with the wind at my back and the devil on my shoulder.
S09E02_BMO_Vocals_SPEAKER_04_108.00.wav|We are only teasing you because you are a *baby*.
S11E01_BMO_Vocals_SPEAKER_17_1047.98.wav|I got my work cut out for me.
S11E01_BMO_Vocals_SPEAKER_17_549.94.wav|A secret lab is just how Ive always pictured it for the last two minutes.
S09E01_BMO_Vocals_SPEAKER_01_362.50.wav|Im not football.
S10E02_BMO_Vocals_SPEAKER_05_296.10.wav|Those nuts could be ours.
S05E28_BMO_Vocals_SPEAKER_12_108.53.wav|I need, need, need, need to get new core system drivers installed.
S03E19_BMO_Vocals_SPEAKER_07_396.17.wav|My alarm says its time for Finns bath.
S06E35_BMO_Vocals_SPEAKER_07_188.97.wav|A hole, you say?
S10E02_BMO_Vocals_SPEAKER_02_90.11.wav|My first sale!
S07E18_BMO_Vocals_SPEAKER_00_343.72.wav|I had a feeling youd... Hmm.
S05E03_BMO_Vocals_SPEAKER_05_497.52.wav|This is a salt shaker.
S07E20_BMO_Vocals_SPEAKER_08_275.34.wav|Uh, but he said he was working on something.
S07E18_BMO_Vocals_SPEAKER_01_446.73.wav|I bring my boys home.
S07E25_BMO_Vocals_SPEAKER_05_41.01.wav|No, it takes up too much brain space.
S03E12_BMO_Vocals_SPEAKER_02_250.47.wav|I just like taking nice pictures.
S07E17_BMO_Vocals_SPEAKER_00_86.45.wav|Made by the BMO.
S11E01_BMO_Vocals_SPEAKER_17_1718.08.wav|You are a delicate soul, Football, but BMO will not be intimidated by nature.
S03E26_BMO_Vocals_SPEAKER_04_157.60.wav|If anyone tries to hurt Finn, Ill kill them.
S05E23_BMO_Vocals_SPEAKER_03_289.38.wav|No, I like organized sound.
S07E23_BMO_Vocals_SPEAKER_05_93.17.wav|You are lucky I dont take the other one, kid.
S05E25_BMO_Vocals_SPEAKER_00_549.72.wav|No, it doesn't belong to anyone, because it's not blood.
S02E23_BMO_Vocals_SPEAKER_01_630.57.wav|You two, please stop or youre undue.
S11E01_BMO_Vocals_SPEAKER_17_2034.71.wav|You are not a hero.
S05E03_BMO_Vocals_SPEAKER_10_494.52.wav|Its only for eating grapefruits.
S07E17_BMO_Vocals_SPEAKER_05_554.61.wav|Thats the Jack Rabbit Johnson!
S08E05_BMO_Vocals_SPEAKER_02_668.93.wav|Okay, I like air.
S10E02_BMO_Vocals_SPEAKER_02_592.54.wav|Gentlemen, could I interest you in a couple of sledgehammers?
S10E02_BMO_Vocals_SPEAKER_02_403.97.wav|This velvet bag.
S11E01_BMO_Vocals_SPEAKER_17_1006.23.wav|You will repay me by caring for him and keeping him safe forever.
S07E05_BMO_Vocals_SPEAKER_05_32.83.wav|Football, you don't mean that.
S04E17_BMO_Vocals_SPEAKER_05_221.35.wav|She looked as beautiful as ever.
S08E05_BMO_Vocals_SPEAKER_02_242.90.wav|Get a load of this guy.
S11E01_BMO_Vocals_SPEAKER_04_2592.42.wav|Yep, its time for this sheriff to move on.
S04E17_BMO_Vocals_SPEAKER_05_325.35.wav|He yells it, ladies.
S07E05_BMO_Vocals_SPEAKER_03_387.75.wav|I know how to follow you, football.
S11E01_BMO_Vocals_SPEAKER_04_1309.42.wav|Youre my deputy, after all.
S07E05_BMO_Vocals_SPEAKER_03_82.06.wav|Well, lets switch places for the day.
S05E28_BMO_Vocals_SPEAKER_12_390.25.wav|Get me close to that guys port.
S09E11_BMO_Vocals_SPEAKER_02_160.01.wav|We were really sleeping on a big cat with legs on his back so he could walk upside down.
S05E10_BMO_Vocals_SPEAKER_04_200.21.wav|I just thought you kept better company.
S07E05_BMO_Vocals_SPEAKER_03_523.13.wav|Sooner or later, you are going to sleep on some spaghetti.
S03E25_BMO_Vocals_SPEAKER_00_42.02.wav|Oh, oh, changing the fin by giving him my body.
S11E01_BMO_Vocals_SPEAKER_04_229.75.wav|The stars are all jacked!
S04E17_BMO_Vocals_SPEAKER_03_210.25.wav|I needed to find Ronnie.
S07E17_BMO_Vocals_SPEAKER_04_102.39.wav|I need you to be my tiny horse for the day so I can do my live-action cowboy role-play adventure.
S05E17_BMO_Vocals_SPEAKER_02_503.36.wav|I cant wait to have some bread and butter!
S04E17_BMO_Vocals_SPEAKER_05_41.89.wav|Take that, Master Chen.
S11E01_BMO_Vocals_SPEAKER_04_739.16.wav|Because BMO has a mission.
S03E19_BMO_Vocals_SPEAKER_06_404.25.wav|Its against my programming.
S09E01_BMO_Vocals_SPEAKER_06_93.27.wav|Good night, weird orb.
S10E02_BMO_Vocals_SPEAKER_02_505.62.wav|Oh sure, I sold your baby teeth.
S09E11_BMO_Vocals_SPEAKER_02_621.64.wav|They swam in the dirty ocean water, rolled down a hill on a giant beach ball, played can you catch me, and rode horses or something.
S05E39_BMO_Vocals_SPEAKER_10_338.75.wav|You look more like a hippo than a lizard.
S02E16_BMO_Vocals_SPEAKER_01_119.23.wav|If I push this button, you will both be dangerously transported into my main brain game frame, where it is very dangerous.
S00E01_BMO_Vocals_SPEAKER_00_73.66.wav|Ooh, Im so simmering.
S07E05_BMO_Vocals_SPEAKER_03_77.90.wav|I wish I could spend just one day on the other side of the mirror.
S08E02_BMO_Vocals_SPEAKER_02_670.64.wav|I just had the most wonderful dream.
S10E02_BMO_Vocals_SPEAKER_02_431.28.wav|Thats a BMO guarantee.
S04E17_BMO_Vocals_SPEAKER_03_642.72.wav|It was in your pillow this whole time, see?
S07E05_BMO_Vocals_SPEAKER_03_638.62.wav|Will you still visit me?
S11E01_BMO_Vocals_SPEAKER_17_908.44.wav|Hey, check out this hot house mess.
S04E14_BMO_Vocals_SPEAKER_02_514.04.wav|Finn, you must take a dive.
S04E17_BMO_Vocals_SPEAKER_03_135.18.wav|Calm down, big guy.
S05E40_BMO_Vocals_SPEAKER_07_437.63.wav|You pushed my whole body!
S05E17_BMO_Vocals_SPEAKER_02_206.31.wav|He must be lost, like us.
S06E05_BMO_Vocals_SPEAKER_02_102.92.wav|That's none of our business.
S06E17_BMO_Vocals_SPEAKER_01_51.52.wav|Its my karate time.
S10E02_BMO_Vocals_SPEAKER_02_485.83.wav|Oh, and a set of human baby teeth.
S04E17_BMO_Vocals_SPEAKER_01_498.16.wav|What was Ronnie doing down here?
S11E01_BMO_Vocals_SPEAKER_17_1727.16.wav|BMO, Im scared.
S08E21_BMO_Vocals_SPEAKER_02_358.18.wav|No one wants to hear your ideas!
S05E17_BMO_Vocals_SPEAKER_02_190.91.wav|Its a carnivore waiting to eat us.
S07E17_BMO_Vocals_SPEAKER_03_437.39.wav|I dont believe a word you say.
S07E17_BMO_Vocals_SPEAKER_04_439.75.wav|Now, take a message to your compadre.
S06E28_BMO_Vocals_SPEAKER_07_480.30.wav|Yo, give me a break.
S05E03_BMO_Vocals_SPEAKER_10_483.90.wav|But, but what about you, BMO?
S07E17_BMO_Vocals_SPEAKER_04_225.90.wav|Yet, the devil is still here, sleeping in my couch.
S03E01_BMO_Vocals_SPEAKER_07_493.49.wav|But, but, how are we to believe if none of this is real?
S05E07_BMO_Vocals_SPEAKER_02_138.14.wav|SUCKS Finn can go outside today.
S10E02_BMO_Vocals_SPEAKER_02_146.92.wav|Okay then, if I say my feet hurt, you can go woof woof.
S05E10_BMO_Vocals_SPEAKER_02_172.86.wav|Hope youre hungry!
S07E05_BMO_Vocals_SPEAKER_03_526.91.wav|And I will be waiting on that shiny floor to drag you into your worst nightmare.
S09E11_BMO_Vocals_SPEAKER_02_234.66.wav|You are going to catch me up with a puppet story?
S07E14_BMO_Vocals_SPEAKER_05_161.93.wav|Eating helps me grow.
S11E01_BMO_Vocals_SPEAKER_17_388.33.wav|Lucky I didnt crash into anything important.
S06E08_BMO_Vocals_SPEAKER_08_87.51.wav|You got too much money, honey.
S07E14_BMO_Vocals_SPEAKER_05_109.18.wav|He built me, and he built himself, and all the other moles.
S06E17_BMO_Vocals_SPEAKER_01_515.29.wav|Ive been studying a karate move that could temporarily stop your heart long enough for you to fight the ghost on his own plane of existence.
S08E18_BMO_Vocals_SPEAKER_07_490.20.wav|No, its just really sad.
S09E11_BMO_Vocals_SPEAKER_02_593.40.wav|Once there was a lady who lived in the moon.
S08E14_BMO_Vocals_SPEAKER_03_627.36.wav|Hey, you gonna eat that female cake?
S11E01_BMO_Vocals_SPEAKER_02_1630.99.wav|I dont need your help.
S11E01_BMO_Vocals_SPEAKER_17_1716.25.wav|I dont like this place, BMO.
S07E14_BMO_Vocals_SPEAKER_05_812.15.wav|What if we use this trash to climb up to the vent?
S10E02_BMO_Vocals_SPEAKER_02_596.84.wav|Perfect for smashing through minerals or composites.
S06E08_BMO_Vocals_SPEAKER_08_88.95.wav|All of this dash is threatening the structural integrity of the treehouse.
S07E17_BMO_Vocals_SPEAKER_06_151.33.wav|Steady yourself, partner.
S10E02_BMO_Vocals_SPEAKER_02_266.80.wav|You have a lovely home!
S07E18_BMO_Vocals_SPEAKER_00_178.27.wav|We are on the submarine.
S08E23_BMO_Vocals_SPEAKER_02_606.23.wav|I will be returning to my dance club.
S03E20_BMO_Vocals_SPEAKER_01_135.00.wav|I think I can break the code, Finn.
S11E01_BMO_Vocals_SPEAKER_17_1766.54.wav|You are in the third hole now.
S05E41_BMO_Vocals_SPEAKER_04_222.60.wav|I thought my body was hopping up and down, but I was sitting still.
S11E01_BMO_Vocals_SPEAKER_17_558.23.wav|Dont look at my bottom!
S07E05_BMO_Vocals_SPEAKER_03_324.94.wav|He says for you guys to treat her, I mean me, as nice as you treated him, Beemo.
S09E11_BMO_Vocals_SPEAKER_02_191.06.wav|We saw some boats in the clouds.
S10E02_BMO_Vocals_SPEAKER_02_333.37.wav|I lost the customer.
S11E01_BMO_Vocals_SPEAKER_16_1981.72.wav|You were always just a cute sidekick.
S04E17_BMO_Vocals_SPEAKER_01_487.47.wav|Sorry, I gotta run.
S07E14_BMO_Vocals_SPEAKER_05_1248.96.wav|Except that the mission was just a made-up lie.
S10E02_BMO_Vocals_SPEAKER_02_402.15.wav|Oh, oh, I know.
S05E37_BMO_Vocals_SPEAKER_01_584.46.wav|This is unsatisfying.
S04E17_BMO_Vocals_SPEAKER_03_167.07.wav|Maybe the grape juice had some secrets to tell me.
S08E18_BMO_Vocals_SPEAKER_07_492.64.wav|You remind me of James Baxter because you are like his opposite.
S11E01_BMO_Vocals_SPEAKER_17_632.61.wav|Shes no good for nothing troublemaker.
S11E01_BMO_Vocals_SPEAKER_17_1468.76.wav|The Sheriff is here to help.
S11E01_BMO_Vocals_SPEAKER_17_380.86.wav|I thought that I was toast bread for sure, but Im completely uninjured.
S11E01_BMO_Vocals_SPEAKER_04_1665.53.wav|Yep, this doesn't feel dangerous at all!
S04E14_BMO_Vocals_SPEAKER_02_503.96.wav|If Jake loses that game, he gets super depressed.
S07E17_BMO_Vocals_SPEAKER_04_116.68.wav|Not to mention the time it took acquiring the ingredients through the special market.
S07E14_BMO_Vocals_SPEAKER_07_1088.37.wav|Talk, Amel.
S07E14_BMO_Vocals_SPEAKER_05_1255.81.wav|And Moe is gone now.
S09E11_BMO_Vocals_SPEAKER_02_522.69.wav|That ending was not believable.
S11E01_BMO_Vocals_SPEAKER_17_43.42.wav|This is a rare giant asteroid made entirely of heavy metal.
S09E02_BMO_Vocals_SPEAKER_04_100.88.wav|Why you worry so much, worry baby?
S07E17_BMO_Vocals_SPEAKER_04_492.01.wav|Oh, I dont remember where Dirt Water Flat is.
S10E02_BMO_Vocals_SPEAKER_02_239.32.wav|Tie the top at the top.
